,tweetids,topics,alltopics,categories,MultimediaShare,Hashtags,PastNews,Sentiment,Discussion,KnownAlready,Factoid,EmergingThreats,ContinuingNews,Irrelevant,Donations,ThirdPartyObservation,Volunteer,CleanUp,Advice,InformationWanted,FirstPartyObservation,cleanedtweets
252,963985905764663296,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""I think everyone had in their minds if anybody was going to do it, it was going to be him."" Florida shooter #sin"
253,963985759148523521,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Alleged gunman threatened to 'shoot up' Florida school last year, classmate claims: ""He knows the school layout,"" a…"
254,963977954005954560,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Suspected Florida shooter Nikolas Cruz made 'very disturbing' social media posts
255,963973541904437254,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,": RT : JUST IN: New Photo of School Shooting Suspect Nikolas Cruz, Shortly After He Allegedly Murdered 17 Inno…"
256,963934847134728192,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"So. IG decided to take Nikolas Cruz page down. Nah! Too late, now. #Florida #SchoolShooting"
257,963929399677669376,flSchoolShooting2018,flSchoolShooting2018,"['ContinuingNews', 'Discussion', 'KnownAlready']",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,The Parkland Broward shooter in Florida school shooting has been identified by…
258,963894635050520577,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'ContinuingNews', 'Sentiment', 'KnownAlready']",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,#parkland #parklandshooting The shooters name is Nikolas Cruz. He was an ROTC student. He was watc…
259,966810951856087041,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,": What a bad joke: #Parkland schools security cameras were on ""20 minute tape delay"""
260,966809711508164608,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: NEW: Parkland School guard seen on camera hiding outside and doing nothing while shooting was ongoing inside. He was fire…
261,966796801260040192,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": fun fact: the parkland shooter didn't have a mental illness. but guess who does? me. and you know what, i have never once…"
262,966793398723272710,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: Security Camera Delays Misled Officers During Parkland School Tragedy: Police via
263,966789934525894656,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Security Camera Delays Misled Officers During Parkland School Tragedy: Police
264,966788569661607938,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: Security cameras at Parkland school were 26 minutes delayed - leading to delay in capturing shooter. #fox35
265,966781768660594691,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Might seem a strange question but didn't Parkland School have CCTV cameras???
266,966767279164870656,flSchoolShooting2018,flSchoolShooting2018,"['Volunteer', 'MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Stephanie needs your help: Tell Trump: Don't be a coward! Meet with student leaders who survived Parkland school...
267,966755362538967041,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All good for and who get paid by #NRA. #KidsDied #Parkland #MAGA Gun stocks…
268,966751568623292417,flSchoolShooting2018,flSchoolShooting2018,"['Factoid', 'PastNews', 'Discussion']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Oh wow! The #Parkland school video camera system was on a 20 minute delay and 1st responders thought the pictures…
269,966744662668201989,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": Until the Parkland shooting, lawmakers ignored requests for school safety funds"
270,966730081103212544,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,This is literally his yearbook photo from the parkland high school.. lol. Y’all believe everything y’all read on tw…
271,966724905495617538,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Florida sheriff to deploy armed officers to schools after shooting
272,966707847756001280,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: You guys really need to watch this! Parkland high school Multiple shooters confirmed - - Because Ce…
273,966705099807580162,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion', 'KnownAlready']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,: Security camera delays misled police at Stoneman Douglas #Parkland
274,966700450606190592,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Parkland high school Multiple shooters confirmed - - Because Censorship Kills - msm silent
275,966700101388283905,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NRA's LaPierre accuses Democrats of exploiting Parkland shooting for political gain
276,966686067595366401,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"In the wake of the mass school shooting in Parkland, Florida, parents are having tough…"
277,966676768064237568,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: David Hogg didn't attend #Parkland high school. I went to school with him at Redondo Shores H…
278,966667823421456384,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": School Security Camera Delay Let Parkland Monster Roam Free After Massacre... ""We’re on the second floor, we don’t see hi…"
279,966662209597304832,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Student journalism matters. Especially now. Especially this. From : “In Parkland, journalism students take on…"
280,966645336352677889,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"School board knew of Parkland shooter's obsession with guns and violence, documents show"
281,966632172764454912,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: BREAKING Witness says multiple shooters Parkland student: ‘Secret Service changed school security policy several weeks be…
282,966594202456002560,flSchoolShooting2018,flSchoolShooting2018,"['CleanUp', 'Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"I'm wondering if the #Parkland, #Security, #Camera footage will be released, the #Coroner reports, or if they will…"
283,966545013625774082,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Student says Parkland school did not have lockdown drill this year. Urges Trump to federally require drills.
284,966515845726793728,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,overseen the reaction of Trump over #Parkland massshooting. letting school teachers arming with guns is merely add…
285,966510189087248386,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews', 'Discussion']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,": Breaking News: 17 fatalities at the High School shooting in Parkland, FL. The shooter tripped the fire alarm &amp; students we…"
286,966508069667696640,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The Parkland high school journalists began reporting before they evacuated, which is just incredible. via"
287,964337290519592962,flSchoolShooting2018,flSchoolShooting2018,"['ContinuingNews', 'Discussion']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,": Emergency responders evacuate students sheltering in place in an auditorium during shooting incident at high school in Parkland, F…"
288,964336687986892800,flSchoolShooting2018,flSchoolShooting2018,"['Factoid', 'ContinuingNews', 'Sentiment']",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,": Just awful, gut-wrenching news. My heart breaks for the victims and families of the horrific shooting in Parkland, FL. Th…"
289,964330916179951617,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Multiple shooters. #Parkland High School student eyewitness says she heard shots fired down the hall while she was talking t…
290,964327986999775232,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": In one of the videos from Parkland, we see that some students had to walk by several lifeless bodies while being evacuate…"
291,964327647894437888,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews', 'Discussion']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,": NEW: ""We thought it was a drill,"" student evacuated from Parkland, Florida, high school tells CBS News. ""We already had one ea…"
292,964322185232855040,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Pretty sure the number of school shootings spiked once the ban was lifted. Sandy Hook, Aurora, San Bernardi…"
293,964320001313275905,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Mr. Hannity..check out Burlington Mall shooting...exact same comments about this shooter &amp; Parkland sh…
294,964310331936841729,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: SHOCKING! Yet Another WITNESS says MULTIPLE SHOOTERS at Parkland School!...
295,964308377240252418,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Florida school shooting suspect ordered a drink at Subway after deadly assault via
296,964307977925791744,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": Multiple students at high school in Parkland, Florida, make claim of more than one shooter on premises. Whose really surp…"
297,964303187657220098,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"“Everything’s on the table."" Florida GOP Gov. Rick Scott, who's been praised by the NRA in the past, says he's open…"
298,964302598651002881,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"TIME The Photographer Behind This Unforgettable Sandy Hook Photo Looks to Florida and Asks, What's Changed? TIME Co…"
299,964301197183193088,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Sentiment']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Multiple students at high school in Parkland, Florida, make claim of more than one shooter on premises. Whose reall…"
300,964294323624800256,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,WHOA! #Principal told students to evacuate over loud speaker. #2Shooters #Parkland #HE #Florida #NickCruz was…
301,964293228429266944,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: Counter terrorism analyst breaks down in tears talking about Florida shooting victims
302,964288459165888512,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: PARKLAND HIGH SCHOOL SHOOTING WAS A FALSE FLAG!!!! Multiple eyewitnesses stated that there were multiple shooters. Eye…
303,964276983202017280,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"""Hero coach"" Aaron Feis reportedly died shielding students from gunfire during the Parkland, Florida school shootin…"
304,964276190134620161,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yesterday there was an act of senseless and tragic violence at a High School in Parkland, Florida that reminds us..."
305,964274491986673664,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"“Parents should know when their child goes to school, they’re going to come home alive,” Florida Gov. Rick Scott sa…"
306,964264328777093124,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,The Florida School Shooting hits close to home.... The John McCulloch Show is LIVE 6pm with our family story of...
307,964262953791959040,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: WATCH LIVE BSO and Fire-Rescue to hold school shooting briefing at 2:30 pm
308,964260529211609089,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida Republicans' offers of prayers invite accusations of hypocrisy # via
309,964250234892189696,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Trump plans trip to Parkland, Florida, calls for 'one American family' after school shooting via"
310,964249089532719105,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida shooting victim calls Donald Trump a 'f*****g piece of s**t' over condolence message
311,964240364801548289,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Factoid', 'ContinuingNews']",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,: SWAT teams are rushing into Marjory Stoneman Douglas High School in Parkland. Unconfirmed reports of 20 victims in shootin…
312,964239015254740992,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": PARKLAND, Fla. (AP) -- Florida officer who arrested suspected shooter says he looked like ""typical high school student"" wal…"
313,964237835367628800,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,": Feb 14, 2018 - Parkland, Florida, USA - Students are released from a lockdown outside of Stoneman Douglas High School in Parkla…"
314,964237813397909504,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,": Feb 14, 2018 - Parkland, FL, USA - Students are evacuated by police out of Marjorie Stoneman Douglas High School in Parkland af…"
315,964237227134988299,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Florida school shooting suspect charged with premeditated murder
316,964227575068413952,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,": Florida governor Rick Scott says the violence ""has to stop"" and ""we cannot lose another child to violence in a school"" fo…"
317,964226705387749377,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Trump Bombs As Parkland Survivors React Negatively To His School Shooting Comments
318,964221959385923584,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"I think ""this isn't the time"" excuse can B addressed by the fact that there R 290 other school shootings we could B…"
319,964221765823094784,flSchoolShooting2018,flSchoolShooting2018,"['EmergingThreats', 'Hashtags', 'PastNews', 'KnownAlready']",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,: WATCH: #SWAT team storms classroom during Florida shooting #Parkland #SchoolShooting
320,964219627394879489,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,I'll be joining the millions of people in praying for the victims and families of the shooting at Marjory Stoneman…
321,964203126214615040,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Parkland Florida School Shooting 2018 - FBI Knew Shooter Threatened Stil... via
322,964202746453749760,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion', 'KnownAlready']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,": PARKLAND, Fla. (AP) -- Leader of white nationalist group has confirmed suspect in Florida school shooti…"
323,964202699381030912,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,So I live in Florida and yesterday about I believe an hour to 20 minutes before the kids were evacuated at parkland…
324,964193589852082176,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: A Student Who Survived The Parkland School Massacre Just Shamed Trump And The GOP via
325,964193257369436160,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Parkland shooting suspect mentioned ‘antifa’ in death threat to high school months before massacre…
326,964191843113029632,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment', 'KnownAlready']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,": President Trump offers his prayers and condolences after a school shooting in Parkland, Florida: ""No child, teacher or anyone els…"
327,964188929862897664,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'KnownAlready']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Parkland school shooting: Football coach died shielding students via
328,964179734438408192,flSchoolShooting2018,flSchoolShooting2018,"['EmergingThreats', 'Hashtags', 'KnownAlready']",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,": BREAKING: There’s an active shooter at Marjory Stoneman Douglas High School in Parkland, Florida. The school is on lockdown. Au…"
329,964179447355146240,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Sentiment']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,#Parkland #guncontrol #KHOU11 In public school: Put the Bible back in Exodus 20:13 Thou shalt not kill. Remove Da…
330,964178834831667201,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"WATCH as an American flag at the White House is lowered to half-staff in honor of the Parkland, Florida, school sho…"
331,964173375026487298,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": 🤗 #Magazine #HollywoodLife : Josh Gad Grieves As Family Friends Son, A Parkland Student, Dies After Horrible School…"
332,964170286643007489,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Retweeted igorvolsky (): Parkland school shooting: AR-15 Texas church shooting: AR-15 Las Vegas...
333,964164248346812421,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PLEASE stop showing the face &amp; name of the Parkland FL school shooter LOSER !! All media needs t…
334,964155010069225473,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Sentiment']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"“If I don’t make it,” she wrote, “I love you and I appreciate everything you did for me.” As Shots Ring Out, a Stu…"
335,964154836395667456,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"There was no return fire, by the time SWAT, Parkland and Coral Springs PD arrived the shooting was over and Cruz wa…"
336,964151940346195968,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: Another School Shooting! Students hiding waiting on rescue!
337,964136832106745858,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ich mag das -Video: SWAT clearing rooms in Parkland school shooting
338,964130786269155329,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,️ “This is what is known about the Parkland high school shooter”
339,964121017185722373,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'PastNews', 'Discussion']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"The most dangerous people to Americans is Americans. Sandy Hook, Vegas, Texas church, Orlando, Parkland, Aurora, Sa…"
340,964117220484726785,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'KnownAlready']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Parkland high school shooting: At least 14 victims and 'many deaths,' school under lockdown via"
341,964117182589186049,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,": The Parkland, Fla., school shooter had a gas mask and smoke grenades, and set off a fire alarm to draw students out of the…"
342,964056319685570560,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Factoid', 'PastNews', 'Discussion']",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"After Sandy Hook, More Than 430 People Have Been Shot in 273 School Shootings"
343,964046699697229824,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'PastNews', 'Discussion', 'KnownAlready']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"""Florida School Shooting: ‘No Words’ as 17 Die in a Barrage of Bullets"" by AUDRA D. S. BURCH and PATRICIA MAZZEI vi…"
344,964025571310268418,flSchoolShooting2018,flSchoolShooting2018,"['ContinuingNews', 'Discussion']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,: As Police SWAT teams enter you can see students trembling in fear at #Parkland school. #GunControl
345,964023695424532480,flSchoolShooting2018,flSchoolShooting2018,"['ContinuingNews', 'Discussion']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"WARNING GRAPHIC: Inside High School, #Parkland Florida Shooting. Let this sink in and tell me it’s not time for…"
346,964019424251523073,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Israel Radio now broadcasting eyewitness accounts of Israeli students caught at the Parkland, FL high school massacre. Terrifying."
347,964004613111341058,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Parkland school football coach 'battling for life after stepping in front of bullets to protect children'
348,964000310866923520,flSchoolShooting2018,flSchoolShooting2018,"['EmergingThreats', 'ContinuingNews']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Moment when SWAT enters Parkland High School, dramatic moment from today's school shooting"
349,963991726611247105,flSchoolShooting2018,flSchoolShooting2018,"['EmergingThreats', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,": #WATCH: Students, staff were evacuated at Stoneman Douglas High School in Parkland, Florida amid reports of an active shooti…"
350,963991582616772610,flSchoolShooting2018,flSchoolShooting2018,"['PastNews', 'Discussion']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Pay attention to the detail that in Parkland, the shooter was on the loose in the school for an hour. That means th…"
351,963990495318953984,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,“There were no warnings.” Right. Kid literally talked about shooting up the school but “no warnings.” #Parkland
352,963975651567943680,flSchoolShooting2018,flSchoolShooting2018,"['Hashtags', 'PastNews', 'Sentiment']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,My mother heart hurts so much for the families of yet another school shooting in the U.S. #parkland
353,963971931572711425,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'ContinuingNews', 'KnownAlready']",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,: Video shows Police takedown of Parkland school shooter.
354,963944332897275904,flSchoolShooting2018,flSchoolShooting2018,"['Factoid', 'Hashtags', 'PastNews', 'Discussion']",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"The school shooting in Parkland, Florida today marks the 29th mass shooting in the US in 2018. There have only been…"
355,963943830184710146,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Factoid', 'ContinuingNews', 'KnownAlready']",1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"17 killed in shooting at high school in Parkland, Florida, authorities say"
356,963934327724806144,flSchoolShooting2018,flSchoolShooting2018,"['MultimediaShare', 'Hashtags', 'ContinuingNews', 'Sentiment']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Latest updates on #Parkland school shooting here:
357,963932221877964802,flSchoolShooting2018,flSchoolShooting2018,"['EmergingThreats', 'MultimediaShare', 'ContinuingNews']",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,": #BREAKING - Authorities say school shooter still at large as students evacuate school in Parkland, FL, Broward County. P…"
